	Yes. Reach out to v@buterin.com anytime.	VitalikButerin	9	1	1490867975	847387823388868608	https://twitter.com/VitalikButerin/status/847387823388868608			@buterin
	Ha, try dealing with outdated enterprise CRM software on a Mac and then you'll get it. Not defending Kushner, but...http://gizmodo.com/you-wont-believe-what-jared-kushner-does-to-his-macbook-1793843990 …	ummjackson	0	0	1490901127	847526872606851072	https://twitter.com/ummjackson/status/847526872606851072			
	Don't tempt me!!	ummjackson	0	0	1490899827	847521421349617665	https://twitter.com/ummjackson/status/847521421349617665			
	Damn it, the new reply system is confusing me already.	ummjackson	0	0	1490892831	847492078917398528	https://twitter.com/ummjackson/status/847492078917398528			
	Like seriously, download Telegram on desktop + mobile and learn a thing or two. It's that simple.	ummjackson	0	0	1490890898	847483969901699072	https://twitter.com/ummjackson/status/847483969901699072			
	Hot tip: People are only going to adopt your amazingly secure services if you have fast, native, beautiful clients.	ummjackson	2	0	1490890860	847483811382214656	https://twitter.com/ummjackson/status/847483811382214656			
	+ simple stuff like pasting in a gif and an animated preview rendering doesn't exist. Crazy.	ummjackson	0	0	1490890827	847483672487788544	https://twitter.com/ummjackson/status/847483672487788544			
	Instead, these E2E by default apps have crappy Chrome extensions or Electron apps which feel *terrible*	ummjackson	0	0	1490890792	847483526140133380	https://twitter.com/ummjackson/status/847483526140133380			
	Why is it that only Telegram has nailed the robust, native web/desktop/mobile client problem? (cc @ whispersystems / @ wire)	ummjackson	0	0	1490890757	847483379373064192	https://twitter.com/ummjackson/status/847483379373064192			@ @
	I would be *so* open to switching away from Telegram to Signal/Wire or whatever, but lack of native apps with nice UI is just a deal breaker	ummjackson	1	0	1490890688	847483090201071621	https://twitter.com/ummjackson/status/847483090201071621			
	I am now, thanks!	ummjackson	0	0	1490849725	847311276850032640	https://twitter.com/ummjackson/status/847311276850032640			
	now to find a place with it in stock!	ummjackson	0	0	1490849119	847308734636240896	https://twitter.com/ummjackson/status/847308734636240896			
	Saw that @ BestBuy had some Switch consoles earlier today and was just about to buy one but...... sold out	ummjackson	2	0	1490846755	847298820106993665	https://twitter.com/ummjackson/status/847298820106993665			@
	Jealous!	ummjackson	0	0	1490846726	847298700518936577	https://twitter.com/ummjackson/status/847298700518936577			
	Yo @ ProductHunt - for some reason this URL keeps throwing a 500 error. https://www.producthunt.com/posts/thread-tweets … (cc/ @ rrhoover)pic.twitter.com/UBwRy9XaOW	ummjackson	2	0	1490846420	847297416269189123	https://twitter.com/ummjackson/status/847297416269189123			@ @
	true! and I'm not actually sure which PC games I'm super keen on playing to be honest	ummjackson	0	0	1490842408	847280586771243008	https://twitter.com/ummjackson/status/847280586771243008			
	That would have been a blast from the past!	ummjackson	0	0	1490842073	847279183143227392	https://twitter.com/ummjackson/status/847279183143227392			
	Ahh, that explains it.https://twitter.com/FastMail/status/847277713131843585 …	ummjackson	2	0	1490841867	847278320479723530	https://twitter.com/ummjackson/status/847278320479723530			
	Do I buy a super-powered PC gaming rig or just get a Nintendo Switch and play Zelda? # decisions	ummjackson	6	0	1490841800	847278038769324034	https://twitter.com/ummjackson/status/847278038769324034		#	
	Sooooo gooooood. Andromeda (feat. D.R.A.M.) by Gorillaz https://open.spotify.com/track/0V5zAGdvO780GT3gtdxzLt … # NowPlaying	ummjackson	1	0	1490826156	847212420783235072	https://twitter.com/ummjackson/status/847212420783235072		#	
	Go for it! No new API for basic ShapeShift any time soon.	ErikVoorhees	1	0	1490842875	847282544856842241	https://twitter.com/ErikVoorhees/status/847282544856842241			
	you were early on that one, good foresight!	brian_armstrong	1	0	1490901945	847530302448611328	https://twitter.com/brian_armstrong/status/847530302448611328			
	exactly the sort of token we'd like to support on Coinbase and GDAX over the coming year, make it easy to buy/sell these with gov currencies	brian_armstrong	95	28	1490899930	847521850980614145	https://twitter.com/brian_armstrong/status/847521850980614145			
	i think it could benefit from being even simpler, but it's a great idea	brian_armstrong	11	3	1490899839	847521469496041472	https://twitter.com/brian_armstrong/status/847521469496041472			
ethereum 	great video from creator of javascript @ BrendanEich, upending how online advertising works with a new ethereum tokenhttps://vimeo.com/209336437	brian_armstrong	120	53	1490899810	847521348918296576	https://twitter.com/brian_armstrong/status/847521348918296576			@
	Yeah, seems likely	TuurDemeester	0	0	1490902963	847534575869972480	https://twitter.com/TuurDemeester/status/847534575869972480			
	indeed	TuurDemeester	0	0	1490899489	847520003779891200	https://twitter.com/TuurDemeester/status/847520003779891200			
	Credit expansion cycle rolling over into contraction phase? Via @ MacroChartingpic.twitter.com/0ZA6ax99CN	TuurDemeester	32	19	1490884649	847457759524040707	https://twitter.com/TuurDemeester/status/847457759524040707			@
bitcoin 	believe 16 is still smallest node for Bitcoin	TuurDemeester	1	1	1490877586	847428135712735234	https://twitter.com/TuurDemeester/status/847428135712735234			
	What kind of expertise would be most crucial to be successful at growing a # lightning node based transaction processing business?	TuurDemeester	11	5	1490839170	847267008337006596	https://twitter.com/TuurDemeester/status/847267008337006596		#	
	And Folks Like Myself Aren't 'Freedom Caucus', I'm # MAGA! Paul Ryan+GOP agenda is $4illegals, gov medical & refugeeshttps://twitter.com/IngrahamAngle/status/847557419458756608 …	NetworksManager	40	25	1490909130	847560439483576320	https://twitter.com/NetworksManager/status/847560439483576320		#	
	We Must Stand Strong On This, Gotta Repeal The Tax! It's $1k+/month Tax on # TrumpTrain, GOP Voters! # FireRyan # MAGAhttps://twitter.com/Varneyco/status/847477630085484544 …	NetworksManager	2	2	1490898846	847517307626762244	https://twitter.com/NetworksManager/status/847517307626762244		# # #	
	EU could BREAK UP the US Jean-Claude Juncker threat to Trump over support for Brexit. EU is controlled by islam. # DChttps://www.youtube.com/watch?v=l7HCpwPU4Zk&sns=tw …	NetworksManager	24	22	1490897825	847513024143384576	https://twitter.com/NetworksManager/status/847513024143384576		#	
	Reince Priebus's White House aide Katie Walsh 'moving to pro-Trump political group' BRING BACK FLYNN # MAGA # DChttp://politi.co/2nPytVB	NetworksManager	77	73	1490897137	847510139837882368	https://twitter.com/NetworksManager/status/847510139837882368		# #	
	Love This Guy->TX Gov Abbott: I Will Sign Legislation That Could Put Sheriffs of Sanctuary Cities in Jail # MAGA # DChttp://bit.ly/2mSQHq9	NetworksManager	216	154	1490895178	847501921933860864	https://twitter.com/NetworksManager/status/847501921933860864		# #	
	Grandpa was in Korea as well. Said it was hell. Thank you for your family's service.	NetworksManager	1	0	1490894612	847499547764899840	https://twitter.com/NetworksManager/status/847499547764899840			
	@ MMsharbono don't waste my time, multiple repeal bills ARE submitted. Rand Paul had bill already pass House+Senate. GOP being dishonest. # DC	NetworksManager	0	0	1490894115	847497463824924672	https://twitter.com/NetworksManager/status/847497463824924672		#	@
	If We Accept This MASSIVE $1k+/month Healthcare Tax - Lube Up! We're Gonna Get ALL Paul Ryan's Amnesty, Internet Privacy, And Refugees # MAGA	NetworksManager	25	32	1490892947	847492565276483585	https://twitter.com/NetworksManager/status/847492565276483585		#	
	Trump is a brash negotiator, now he is negotiating with you. If we demand a real repeal, we will get it! # TrumpTrainhttps://twitter.com/NetworksManager/status/847064472963436545 …	NetworksManager	36	17	1490892250	847489639527075842	https://twitter.com/NetworksManager/status/847489639527075842		#	
	at least they get to keep their head attached	NetworksManager	1	0	1490891713	847487386221137925	https://twitter.com/NetworksManager/status/847487386221137925			
	"If ""Standing By"" Trump Means No Repeal & Increase Of MASSIVE Healthcare Tax On My Family, NO! # MAGA @ KiishaVelasquezhttps://twitter.com/KiishaVelasquez/status/847466250515165184 …"	NetworksManager	12	6	1490886829	847466902116941824	https://twitter.com/NetworksManager/status/847466902116941824		#	@
	Simple Majority Is All They Need To Repeal The Tax @ KiishaVelasquez, If They Don't Do It Now They Will Never Lift Ithttps://twitter.com/KiishaVelasquez/status/847460868098883593 …	NetworksManager	7	6	1490885924	847463106938720258	https://twitter.com/NetworksManager/status/847463106938720258			@
	Been # MAGA Since Day 1, Ted Cruz was born in Canada making him ineligible to be Pres. @ charlie78912 @ KiishaVelasquezhttps://twitter.com/NetworksManager/status/753619503133622272 …	NetworksManager	9	5	1490885814	847462644558606340	https://twitter.com/NetworksManager/status/847462644558606340		#	@ @
	No Compromise By Paul Ryan+House GOP. A Repeal Already Passed, LIFT THE TAX! @ charlie78912 @ freedomcaucus @ mmmooniehttps://twitter.com/charlie78912/status/847459716355588099 …	NetworksManager	12	14	1490885587	847461694435508225	https://twitter.com/NetworksManager/status/847461694435508225			@ @ @
	Who, besides Rand Paul+Jeff Sessions Wasn't Never Trump @ charlie78912? GOP Elite Was! # DC @ freedomcaucus @ mmmooniehttps://twitter.com/charlie78912/status/847459984795357185 …	NetworksManager	14	14	1490885486	847461270504710145	https://twitter.com/NetworksManager/status/847461270504710145		#	@ @ @
	RyanCare Was Bad Bill That Actually Increased MASSIVE Healthcare Tax On # TrumpTrain Under New Name. @ KiishaVelasquezhttps://twitter.com/NetworksManager/status/847459259814092800 …	NetworksManager	8	5	1490885075	847459545056108547	https://twitter.com/NetworksManager/status/847459545056108547		#	@
	Meanwhile # TrumpTrain Must Pay Entire Healthcare Bill+ & dont earn enough 2 benefit from tax credit @ KiishaVelasquezhttps://twitter.com/KiishaVelasquez/status/847450937782190082 …	NetworksManager	10	6	1490885007	847459259814092800	https://twitter.com/NetworksManager/status/847459259814092800		#	@
	I'm Not Tea Party, Been # MAGA Since Day One! What A Sham! @ FreedomCaucus HOLD THE LINE! # Healthcare # DC @ mmmoonie https://twitter.com/i/web/status/847442544904478720 …	NetworksManager	31	20	1490884270	847456171728420864	https://twitter.com/NetworksManager/status/847456171728420864		# # #	@ @
	Paul Ryan+House GOP Knew Senate Would Remove Planned Parenthood Defund. They Using Dead Babies As Loss Leader To Get # TrumpTrain Support # DC	NetworksManager	23	22	1490883669	847453651018711051	https://twitter.com/NetworksManager/status/847453651018711051		# #	
	Now Every1 Talking About Government Shut Down Because House GOP Adding Planned Parenthood Defund to CR PP Was 'Loss Leader' On Healthcare :(	NetworksManager	26	10	1490883015	847450907491028994	https://twitter.com/NetworksManager/status/847450907491028994			
	Instead of healthcare tax repeal, Paul Ryan was RAISING tax on # TrumpTrain @ KiishaVelasquez @ amh_texas @ melaniesgorehttps://twitter.com/NetworksManager/status/847449487329120256 …	NetworksManager	9	7	1490882808	847450037068062729	https://twitter.com/NetworksManager/status/847450037068062729		#	@ @ @
	In fact, GOP said 'bill may go up for while' Ryancare hurt # TrumpTrain # DC @ KiishaVelasquez @ amh_texas @ melaniesgorehttps://twitter.com/NetworksManager/status/847449232072089600 …	NetworksManager	14	8	1490882677	847449487329120256	https://twitter.com/NetworksManager/status/847449487329120256		# #	@ @ @
	# TrumpTrain healthcare bill $1k/mnth,most get subsidy. RyanCare took subsidy, we'd have to pay ALL @ KiishaVelasquez @ amh_texas @ melaniesgore	NetworksManager	6	5	1490882616	847449232072089600	https://twitter.com/NetworksManager/status/847449232072089600		#	@ @ @
	If Folks Like Myself Didn't Sound The Alarm GOP Woulda Gotten Away With It & IT'S A BIG LIE @ Rzecco @ realDonaldTrumphttps://twitter.com/Rzecco/status/847447191576756224 …	NetworksManager	46	27	1490882296	847447891547267075	https://twitter.com/NetworksManager/status/847447891547267075			@ @
	If # TrumpTrain Wanted Republican Agenda We Woulda Voted For Jeb Bush. You Promised 2 Repeal The Tax @ realDonaldTrumphttps://twitter.com/NetworksManager/status/847446387230883840 …	NetworksManager	83	57	1490882165	847447339077738497	https://twitter.com/NetworksManager/status/847447339077738497		#	@
	Why Should # TrumpTrain Support Republican Agenda @ realDonaldTrump? DNC+GOP Corrupt Politicians, We Want # MAGA Agendahttps://twitter.com/NetworksManager/status/847439510073823232 …	NetworksManager	177	138	1490881938	847446387230883840	https://twitter.com/NetworksManager/status/847446387230883840		# #	@
	That's how they doing it My retweets dropped from 300+ every tweet to sometimes under 100. What a sham. @ Justice41cahttps://twitter.com/Justice41ca/status/847444344948760576 …	NetworksManager	41	33	1490881732	847445523254489091	https://twitter.com/NetworksManager/status/847445523254489091			@
	Rand Paul shows Paul Ryan+House GOP negotiated the fake healthcare repeal in private. What a sham. @ KiishaVelasquezhttps://twitter.com/RandPaul/status/837764057335750656 …	NetworksManager	42	42	1490881637	847445124086808577	https://twitter.com/NetworksManager/status/847445124086808577			@
	Paul Ryan+GOP can't give rich folks tax cuts w/o taxing # TrumpTrain a healthcare tax. @ melaniesgore @ KiishaVelasquezhttps://twitter.com/melaniesgore/status/847442839344627712 …	NetworksManager	10	9	1490881487	847444496241446914	https://twitter.com/NetworksManager/status/847444496241446914		#	@ @
	Not true @ KiishaVelasquez, GOP being dishonest. Senate+House already passed REAL repeal, we're asking for same bill.https://twitter.com/KiishaVelasquez/status/847441466989223937 …	NetworksManager	19	15	1490881018	847442529834356738	https://twitter.com/NetworksManager/status/847442529834356738			@
	Republican Agenda Appears To Be Amnesty For Illegals+Gov Mandated Healthcare. Not What We Voted For @ realDonaldTrumphttps://twitter.com/realdonaldtrump/status/847435163143454723 …	NetworksManager	267	202	1490880298	847439510073823232	https://twitter.com/NetworksManager/status/847439510073823232			@
	If we don't DEPORT 30+ million illegal aliens in the United States we will be overrun n 20yrs or less. They're ALL criminals folks # IceRaids	NetworksManager	439	290	1490880105	847438698656317440	https://twitter.com/NetworksManager/status/847438698656317440		#	
